0	77	49	
0	77	67	
0	77	74	
0	77	76	
0	78	77	
0	77	77	
0	77	77	
0	77	77	
0	78	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	78	77	
0	77	77	
0	78	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
0	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	78	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	78	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	78	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-1	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	78	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	77	77	
-2	78	77	
-2	77	77	
-2	77	77	
-2	78	77	
-2	77	77	
-2	78	77	
-2	77	77	
-2	77	77	
-2	77	77	
